Accession	Virus Name	Virus Taxonomic ID	Host Taxonomic ID	Completeness	Isolate Collection date	Release date
KJ170494.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170495.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170496.1	Human poliovirus 1	12080	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170497.1	Human poliovirus 1	12080	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170498.1	Human poliovirus 1	12080	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170499.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170500.1	Human poliovirus 1	12080	9606.0	COMPLETE	2009	2015-01-31T00:00:00Z
KJ170501.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170502.1	Human poliovirus 1	12080	9606.0	COMPLETE	2009	2015-01-31T00:00:00Z
KJ170504.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170505.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170506.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170507.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170508.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170509.1	Human poliovirus 1	12080	9606.0	COMPLETE	2009	2015-01-31T00:00:00Z
KJ170510.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170511.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170512.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170513.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170514.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170515.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170516.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170517.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170518.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170519.1	Human poliovirus 1	12080	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170520.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170521.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170522.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170523.1	Human poliovirus 1	12080	9606.0	COMPLETE	2009	2015-01-31T00:00:00Z
KJ170524.1	Human poliovirus 1	12080	9606.0	COMPLETE	2009	2015-01-31T00:00:00Z
KJ170525.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170526.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170527.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170528.1	Human poliovirus 1	12080	9606.0	COMPLETE	2009	2015-01-31T00:00:00Z
KJ170529.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170530.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170531.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170532.1	Human poliovirus 1	12080	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170533.1	Human poliovirus 2	12083	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170534.1	Human poliovirus 2	12083	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170535.1	Human poliovirus 2	12083	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170545.1	Human poliovirus 2	12083	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170546.1	Human poliovirus 2	12083	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170548.1	Human poliovirus 2	12083	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170551.1	Human poliovirus 2	12083	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170552.1	Human poliovirus 2	12083	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170553.1	Human poliovirus 2	12083	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170554.1	Human poliovirus 2	12083	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170555.1	Human poliovirus 2	12083	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170556.1	Human poliovirus 2	12083	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170557.1	Human poliovirus 2	12083	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170558.1	Human poliovirus 2	12083	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170559.1	Human poliovirus 2	12083	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170560.1	Human poliovirus 2	12083	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170561.1	Human poliovirus 2	12083	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170562.1	Human poliovirus 2	12083	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170563.1	Human poliovirus 2	12083	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170564.1	Human poliovirus 2	12083	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170565.1	Human poliovirus 2	12083	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170566.1	Human poliovirus 2	12083	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170567.1	Human poliovirus 2	12083	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170568.1	Human poliovirus 2	12083	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170569.1	Human poliovirus 2	12083	9606.0	COMPLETE	2009	2015-01-31T00:00:00Z
KJ170570.1	Human poliovirus 2	12083	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170571.1	Human poliovirus 2	12083	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170572.1	Human poliovirus 2	12083	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170573.1	Human poliovirus 2	12083	9606.0	COMPLETE	2009	2015-01-31T00:00:00Z
KJ170574.1	Human poliovirus 2	12083	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170575.1	Human poliovirus 2	12083	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170576.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170577.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170578.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170579.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170587.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170588.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170591.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170594.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170595.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170597.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170598.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170603.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170604.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170612.1	Human poliovirus 3	12086	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170613.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170614.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170615.1	Human poliovirus 3	12086	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170618.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170619.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170620.1	Human poliovirus 3	12086	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170621.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170622.1	Human poliovirus 3	12086	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170623.1	Human poliovirus 3	12086	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170624.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170625.1	Human poliovirus 3	12086	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170626.1	Human poliovirus 3	12086	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170627.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170628.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170629.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170630.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170631.1	Human poliovirus 3	12086	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170632.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170633.1	Human poliovirus 3	12086	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170634.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170635.1	Human poliovirus 3	12086	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170636.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170637.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170638.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170639.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170640.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170641.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170642.1	Human poliovirus 3	12086	9606.0	COMPLETE	2009	2015-01-31T00:00:00Z
KJ170643.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170651.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170652.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170653.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170654.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170655.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170656.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170657.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170658.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170659.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170660.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170661.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170662.1	Human poliovirus 3	12086	9606.0	COMPLETE	2009	2015-01-31T00:00:00Z
KJ170663.1	Human poliovirus 3	12086	9606.0	COMPLETE	2009	2015-01-31T00:00:00Z
KJ170664.1	Human poliovirus 3	12086	9606.0	COMPLETE	2009	2015-01-31T00:00:00Z
KJ170665.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170666.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170667.1	Human poliovirus 3	12086	9606.0	COMPLETE	2012	2015-01-31T00:00:00Z
KJ170668.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170669.1	Human poliovirus 3	12086	9606.0	COMPLETE	2009	2015-01-31T00:00:00Z
KJ170670.1	Human poliovirus 3	12086	9606.0	COMPLETE	2009	2015-01-31T00:00:00Z
KJ170671.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170672.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ170673.1	Human poliovirus 3	12086	9606.0	COMPLETE	2009	2015-01-31T00:00:00Z
KJ170674.1	Human poliovirus 3	12086	9606.0	COMPLETE	2009	2015-01-31T00:00:00Z
KJ170675.1	Human poliovirus 3	12086	9606.0	COMPLETE	2011	2015-01-31T00:00:00Z
KJ170676.1	Human poliovirus 3	12086	9606.0	COMPLETE	2009	2015-01-31T00:00:00Z
KJ170677.1	Human poliovirus 3	12086	9606.0	COMPLETE	2010	2015-01-31T00:00:00Z
KJ489414.1	Coxsackievirus B3	12072	9606.0	COMPLETE	1993	2014-05-03T00:00:00Z
KJ508182.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-07-09	2014-05-17T00:00:00Z
KJ686127.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-17	2014-05-15T00:00:00Z
KJ686128.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-05-28	2014-05-15T00:00:00Z
KJ686129.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-05-24	2014-05-15T00:00:00Z
KJ686130.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-03-01	2014-05-15T00:00:00Z
KJ686131.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-04-18	2014-05-15T00:00:00Z
KJ686132.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-04-17	2014-05-15T00:00:00Z
KJ686133.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-14	2014-05-15T00:00:00Z
KJ686135.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-02-27	2014-05-15T00:00:00Z
KJ686136.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-04	2014-05-15T00:00:00Z
KJ686137.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-04-25	2014-05-15T00:00:00Z
KJ686138.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-04-12	2014-05-15T00:00:00Z
KJ686139.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-01-01	2014-05-15T00:00:00Z
KJ686140.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-11-23	2014-05-15T00:00:00Z
KJ686141.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-06	2014-05-15T00:00:00Z
KJ686142.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-09	2014-05-15T00:00:00Z
KJ686143.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-23	2014-05-15T00:00:00Z
KJ686144.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-03-18	2014-05-15T00:00:00Z
KJ686145.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-10	2014-05-15T00:00:00Z
KJ686146.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-04-25	2014-05-15T00:00:00Z
KJ686147.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-23	2014-05-15T00:00:00Z
KJ686148.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-01-27	2014-05-15T00:00:00Z
KJ686149.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-02-03	2014-05-15T00:00:00Z
KJ686150.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-03-30	2014-05-15T00:00:00Z
KJ686151.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-05-31	2014-05-15T00:00:00Z
KJ686152.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-05-02	2014-05-15T00:00:00Z
KJ686153.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-06	2014-05-15T00:00:00Z
KJ686154.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-07	2014-05-15T00:00:00Z
KJ686155.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-05-11	2014-05-15T00:00:00Z
KJ686156.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-03-31	2014-05-15T00:00:00Z
KJ686157.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-07-20	2014-05-15T00:00:00Z
KJ686158.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-11	2014-05-15T00:00:00Z
KJ686160.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-01-13	2014-05-15T00:00:00Z
KJ686161.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-24	2014-05-15T00:00:00Z
KJ686162.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-03-29	2014-05-15T00:00:00Z
KJ686163.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-05-02	2014-05-15T00:00:00Z
KJ686164.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-10	2014-05-15T00:00:00Z
KJ686165.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-26	2014-05-15T00:00:00Z
KJ686166.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-28	2014-05-15T00:00:00Z
KJ686167.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-30	2014-05-15T00:00:00Z
KJ686168.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-04-11	2014-05-15T00:00:00Z
KJ686169.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-07	2014-05-15T00:00:00Z
KJ686170.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-03-17	2014-05-15T00:00:00Z
KJ686171.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-14	2014-05-15T00:00:00Z
KJ686172.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-14	2014-05-15T00:00:00Z
KJ686173.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-21	2014-05-15T00:00:00Z
KJ686174.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-03-31	2014-05-15T00:00:00Z
KJ686175.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-13	2014-05-15T00:00:00Z
KJ686176.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-09-20	2014-05-15T00:00:00Z
KJ686177.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-08-30	2014-05-15T00:00:00Z
KJ686179.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-16	2014-05-15T00:00:00Z
KJ686180.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-03-20	2014-05-15T00:00:00Z
KJ686181.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-03-27	2014-05-15T00:00:00Z
KJ686182.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-10	2014-05-15T00:00:00Z
KJ686183.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-09-26	2014-05-15T00:00:00Z
KJ686184.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-16	2014-05-15T00:00:00Z
KJ686185.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-29	2014-05-15T00:00:00Z
KJ686186.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-24	2014-05-15T00:00:00Z
KJ686187.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-12	2014-05-15T00:00:00Z
KJ686188.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-27	2014-05-15T00:00:00Z
KJ686189.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-09-28	2014-05-15T00:00:00Z
KJ686190.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-10	2014-05-15T00:00:00Z
KJ686191.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-09-26	2014-05-15T00:00:00Z
KJ686192.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-12-20	2014-05-15T00:00:00Z
KJ686193.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-12-21	2014-05-15T00:00:00Z
KJ686194.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-02-23	2014-05-15T00:00:00Z
KJ686195.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-03-27	2014-05-15T00:00:00Z
KJ686196.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-05-04	2014-05-15T00:00:00Z
KJ686197.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-02-13	2014-05-15T00:00:00Z
KJ686198.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-20	2014-05-15T00:00:00Z
KJ686199.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-07-04	2014-05-15T00:00:00Z
KJ686200.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-05	2014-05-15T00:00:00Z
KJ686201.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-07-21	2014-05-15T00:00:00Z
KJ686202.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-03-19	2014-05-15T00:00:00Z
KJ686203.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-02-15	2014-05-15T00:00:00Z
KJ686204.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-30	2014-05-15T00:00:00Z
KJ686205.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-04-07	2014-05-15T00:00:00Z
KJ686206.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-01-19	2014-05-15T00:00:00Z
KJ686207.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-04	2014-05-15T00:00:00Z
KJ686208.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-14	2014-05-15T00:00:00Z
KJ686209.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-16	2014-05-15T00:00:00Z
KJ686210.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-03-13	2014-05-15T00:00:00Z
KJ686211.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-11-02	2014-05-15T00:00:00Z
KJ686212.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-09-15	2014-05-15T00:00:00Z
KJ686213.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-02-14	2014-05-15T00:00:00Z
KJ686214.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-03-29	2014-05-15T00:00:00Z
KJ686215.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-22	2014-05-15T00:00:00Z
KJ686216.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-05-09	2014-05-15T00:00:00Z
KJ686217.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-29	2014-05-15T00:00:00Z
KJ686218.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-14	2014-05-15T00:00:00Z
KJ686219.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-08-23	2014-05-15T00:00:00Z
KJ686220.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-04-22	2014-05-15T00:00:00Z
KJ686221.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-10	2014-05-15T00:00:00Z
KJ686222.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-11-22	2014-05-15T00:00:00Z
KJ686223.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-30	2014-05-15T00:00:00Z
KJ686224.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-06-06	2014-05-15T00:00:00Z
KJ686225.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-04-03	2014-05-15T00:00:00Z
KJ686226.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-06-20	2014-05-15T00:00:00Z
KJ686227.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-14	2014-05-15T00:00:00Z
KJ686228.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-26	2014-05-15T00:00:00Z
KJ686229.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-09-18	2014-05-15T00:00:00Z
KJ686230.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-07	2014-05-15T00:00:00Z
KJ686231.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-31	2014-05-15T00:00:00Z
KJ686232.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-09-29	2014-05-15T00:00:00Z
KJ686233.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-23	2014-05-15T00:00:00Z
KJ686234.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-11-03	2014-05-15T00:00:00Z
KJ686235.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-03-22	2014-05-15T00:00:00Z
KJ686236.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-05-21	2014-05-15T00:00:00Z
KJ686237.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-05	2014-05-15T00:00:00Z
KJ686238.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-09-29	2014-05-15T00:00:00Z
KJ686239.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-30	2014-05-15T00:00:00Z
KJ686240.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-01-01	2014-05-15T00:00:00Z
KJ686241.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-03-29	2014-05-15T00:00:00Z
KJ686242.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-11	2014-05-15T00:00:00Z
KJ686243.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-02-06	2014-05-15T00:00:00Z
KJ686244.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-02-26	2014-05-15T00:00:00Z
KJ686245.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-03-09	2014-05-15T00:00:00Z
KJ686247.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-05	2014-05-15T00:00:00Z
KJ686248.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-04-21	2014-05-15T00:00:00Z
KJ686250.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-10-30	2014-05-15T00:00:00Z
KJ686251.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-01-22	2014-05-15T00:00:00Z
KJ686252.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-10-06	2014-05-15T00:00:00Z
KJ686253.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-06-29	2014-05-15T00:00:00Z
KJ686254.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-05-22	2014-05-15T00:00:00Z
KJ686255.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-23	2014-05-15T00:00:00Z
KJ686256.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-02-28	2014-05-15T00:00:00Z
